user,minutes_on_platform,num_actions
3527500,43.283487625107405,22
3527501,45.28239384949528,49
3527502,53.26067767934451,27
3527503,51.9240116809213,30
3527504,41.89789427981484,40
3527505,51.55655231214911,41
3527506,65.04139456660629,26
3527507,51.10923140603087,31
3527508,44.26482877951696,52
3527509,55.709637973612885,32
3527510,49.56870274487192,31
3527511,52.16021123071697,27
3527512,51.27441222443836,44
3527513,54.44369694776974,36
3527514,53.666567475402196,24
3527515,49.13548645219185,23
3527516,61.56000771435406,34
3527517,53.85041879040854,21
3527518,35.64614877585966,33
3527519,42.26317075561197,28
3527520,42.08776617697902,34
3527521,45.67542230877141,29
3527522,37.36821866096052,40
3527523,45.328404173662825,31
3527524,38.57394819740409,27
3527525,52.8156500228997,32
3527526,49.17961146126778,41
3527527,45.75897576325227,27
3527528,53.0458084775866,39
3527529,53.44433086623861,41
3527530,45.78806295391663,32
3527531,46.75360578099947,32
3527532,51.9103124508707,36
3527533,44.57828414797703,36
3527534,50.4083429295268,24
3527535,52.44472362662754,35
3527536,56.811748514090475,44
3527537,54.937608341345666,30
3527538,48.0987315966493,27
3527539,45.9351233295927,35
3527540,59.8461790984196,31
3527541,48.539294688218185,29
3527542,45.92234768962576,33
3527543,53.39239034595775,27
3527544,46.238510258239046,29
3527545,49.33754507098419,23
3527546,45.99453966747913,46
3527547,48.545488066184284,30
3527548,46.09975680991442,28
3527549,51.67558985295772,23
3527550,37.81533395488243,33
3527551,53.57590273992081,31
3527552,48.38697439617587,45
3527553,49.900682287711284,33
3527554,42.888006723737945,34
3527555,48.241049021822995,30
3527556,50.74409820713622,30
3527557,54.79549812034062,31
3527558,51.22527794380958,21
3527559,53.411857643466846,33
3527560,53.05624042805963,33
3527561,55.34749586569207,33
3527562,52.7048746983651,35
3527563,50.673027610771534,32
3527564,54.92501899429973,35
3527565,47.790110272999996,40
3527566,47.49169720674138,31
3527567,45.769758568604914,33
3527568,54.22712366427675,35
3527569,45.75289528545051,20
3527570,48.38550230231405,26
3527571,52.16801307040394,31
3527572,52.13886678484054,45
3527573,45.90440451359817,29
3527574,49.6664641197991,23
3527575,52.97366347265896,34
3527576,57.83185900993416,32
3527577,54.02862886171898,24
3527578,49.44420438841831,26
3527579,40.046958140632384,25
3527580,53.99580290250229,50
3527581,39.850902188204905,38
3527582,50.009316293223286,26
3527583,45.81161023932869,27
3527584,48.32050079794822,37
3527585,43.915013784252075,33
3527586,49.28965716374669,29
3527587,49.57517785458944,22
3527588,61.714847605542175,40
3527589,39.387821501061424,23
3527590,60.36671393472583,29
3527591,49.95952034339376,36
3527592,59.825484835343474,33
3527593,48.2758669032982,43
3527594,52.65148759433733,32
3527595,38.89326062152235,25
3527596,55.56254394970612,30
3527597,52.939218503648156,24
3527598,61.86275889930914,31
3527599,48.773785222110895,35
3527600,39.83584996088075,39
3527601,55.892399061717114,36
3527602,44.720904366656946,44
3527603,52.46706897163365,36
3527604,54.91980841640262,28
3527605,61.740951593061105,43
3527606,48.175044162454405,29
3527607,45.23795129215789,30
3527608,49.243770510697864,36
3527609,45.14263323775585,28
3527610,56.988077866615676,32
3527611,51.11305136914021,31
3527612,54.682138127568464,28
