user,minutes_on_platform,num_actions
3516500,39.85170696607508,26
3516501,57.83412351761933,42
3516502,49.01073579783046,35
3516503,44.54297450064613,35
3516504,56.780175207123754,28
3516505,39.40234999304707,23
3516506,46.35388878634245,30
3516507,42.18009226937246,37
3516508,46.57134758934866,28
3516509,49.94323677928426,30
3516510,54.90594540187721,23
3516511,48.18683552118736,43
3516512,49.40511041270988,26
3516513,52.552789107790524,22
3516514,60.43112269161242,41
3516515,48.251830636680936,36
3516516,49.62182362817709,31
3516517,57.47011125254611,35
3516518,40.21205991721858,34
3516519,42.286868038787055,27
3516520,48.76234731884194,37
3516521,50.721923378207215,32
3516522,42.37734611306386,38
3516523,48.15060362117994,30
3516524,48.85332887208301,29
3516525,51.76239010176612,26
3516526,54.68968706117986,32
3516527,45.67427600537587,48
3516528,43.10496217130223,35
3516529,41.8888258509969,35
3516530,45.278758588423734,26
3516531,51.50841349430913,27
3516532,56.85237572439772,36
3516533,51.5976390720008,32
3516534,46.48473640263471,40
3516535,41.40056385798107,36
3516536,62.14622565459233,35
3516537,38.41544476970425,31
3516538,45.30939774753784,32
3516539,39.772692438159524,38
3516540,41.156379966846984,36
3516541,57.18576263760211,23
3516542,40.56394531049746,37
3516543,63.743959313716914,31
3516544,41.39883482838408,44
3516545,48.46478009013984,42
3516546,44.39510444660294,33
3516547,39.142598330088646,28
3516548,43.86609639202322,29
3516549,52.84389267935592,27
3516550,55.36274094938122,24
3516551,57.72266608755009,34
3516552,42.56328432623875,29
3516553,43.48817691586243,40
3516554,54.351056601565205,31
3516555,56.37050063774162,32
3516556,42.736779633957696,36
3516557,43.421511230238714,22
3516558,49.754641571455956,25
3516559,48.62556179055167,27
3516560,48.75989600419109,30
3516561,52.98163182874471,27
3516562,49.84096403957167,36
3516563,46.57512881890252,38
3516564,54.941075073271065,32
3516565,60.73524702601864,33
3516566,54.90869296206346,32
3516567,51.193620445866,36
3516568,50.40345805882061,33
3516569,46.022093599244656,40
3516570,54.9849514457746,37
3516571,47.005835705631505,40
3516572,54.420395193850574,31
3516573,55.50559074210339,27
3516574,44.634857360960666,38
3516575,41.514645399212064,28
3516576,54.06851366609299,31
3516577,46.03495718460487,30
3516578,53.30046463383079,38
3516579,41.75194747324748,33
3516580,58.20962935050237,27
3516581,42.69127479875489,42
3516582,64.35708031801155,38
3516583,42.088258738322644,31
3516584,51.02840147197696,34
3516585,48.167650854557664,22
3516586,53.75637460249968,40
3516587,55.30246614869226,26
3516588,46.490743682230494,36
3516589,58.118057381633704,28
3516590,67.33345750564838,39
3516591,53.68434390777034,31
3516592,37.64699631027141,40
3516593,55.707096858174644,31
3516594,45.70941371672919,36
3516595,49.15197913186351,29
3516596,61.65899553246771,32
3516597,46.38821072405753,36
3516598,50.14097137942505,28
3516599,59.88633587341501,28
3516600,54.900181348530644,33
3516601,54.80281719936211,37
3516602,48.6213398174703,35
3516603,55.52209553197817,32
3516604,45.41308885834781,41
3516605,38.9363427955766,27
3516606,51.07189182013397,31
