user,minutes_on_platform,num_actions
3506000,53.2781670820317,23
3506001,54.79949733153844,29
3506002,48.479553070544235,26
3506003,45.57185025081071,26
3506004,53.313208856038365,36
3506005,45.05558730604261,23
3506006,59.530647169339524,25
3506007,60.90470455888142,30
3506008,55.52081958670104,27
3506009,38.74569109200682,34
3506010,61.905684917209335,26
3506011,41.736836567119255,28
3506012,60.720796049044004,34
3506013,44.32019596054635,35
3506014,59.96061637352145,36
3506015,55.839921904595435,29
3506016,47.42610923666334,33
3506017,45.43280735118288,22
3506018,59.82277961804857,26
3506019,56.42204580216349,23
3506020,51.74142938572027,36
3506021,59.0658140137535,23
3506022,51.69444509513346,34
3506023,49.57084556973781,29
3506024,58.43970226166128,33
3506025,37.72386134231401,43
3506026,46.555617736534124,29
3506027,38.89883812154575,33
3506028,43.750864888987465,30
3506029,49.514761741494276,35
3506030,51.41499267064661,33
3506031,49.21657606678254,26
3506032,57.64711243706836,32
3506033,59.4674620375287,36
3506034,61.41558227826884,30
3506035,52.81874621402626,30
3506036,36.616459251459915,35
3506037,44.200701429134234,32
3506038,42.99483519151836,21
3506039,48.087117667102575,33
3506040,64.44696037653156,29
3506041,53.10559399194629,26
3506042,57.46697551979774,33
3506043,50.50516758072058,34
3506044,54.166327260280674,27
3506045,53.28434943332629,31
3506046,36.82906623286178,22
3506047,53.42524351534344,29
3506048,44.13916317271833,35
3506049,56.66542490878113,33
3506050,56.67026646116647,33
3506051,46.60478676996887,33
3506052,48.60315612334248,29
3506053,49.393259491483875,31
3506054,47.74233343658948,33
3506055,61.61419124022704,39
3506056,61.36462006055685,24
3506057,41.31108464321467,26
3506058,57.976355794886175,17
3506059,57.47250368296765,31
3506060,43.96030629786902,36
3506061,59.23873180241351,33
3506062,46.82384516935657,22
3506063,46.10436889641061,34
3506064,54.756762425802364,36
3506065,49.03384392361941,22
3506066,49.051541547636845,32
3506067,44.41820039812812,27
3506068,54.998746583337024,44
3506069,51.43874610741009,32
3506070,45.75664715527394,34
3506071,58.472864617710215,31
3506072,49.43844923978776,34
3506073,49.60273671224628,37
3506074,51.73831289719143,40
3506075,45.267851262753936,33
3506076,53.37484867393297,39
3506077,50.30950762281246,28
3506078,53.73115147197891,33
3506079,49.08192789502191,41
3506080,53.90968224386332,44
3506081,43.86777773316483,31
3506082,56.68406003870976,41
3506083,50.10395678948173,42
3506084,37.701263889922295,29
3506085,53.51115710818978,31
3506086,47.10906694601449,35
3506087,66.16836753732827,27
3506088,51.84979938818236,33
3506089,39.937207827285384,32
3506090,55.16691329691083,27
3506091,47.22636749722892,45
3506092,57.54315205459459,29
3506093,43.382870376195704,38
3506094,36.791416794340805,37
3506095,46.26827019522138,25
3506096,41.62421580831822,31
3506097,46.81466912171107,34
3506098,49.07857382113242,33
3506099,48.01836303687323,26
3506100,53.15709401599412,39
3506101,50.90533089937375,30
3506102,48.73410799835651,31
3506103,50.67159188073978,31
3506104,57.95037399871282,23
3506105,38.58780279643739,27
3506106,55.924445863384534,29
3506107,46.995908588162855,30
3506108,63.077126922235486,43
3506109,41.726032784606126,28
3506110,46.790214965992476,29
3506111,52.43053707766379,29
3506112,50.075584633099005,25
3506113,42.879086752649066,18
3506114,55.80736184858961,30
3506115,45.04168673670541,36
3506116,53.69572869514846,25
3506117,64.91114753450258,31
3506118,50.86483157394369,19
3506119,54.6453259920698,32
3506120,57.23579593657672,29
3506121,41.86150479477412,38
3506122,44.0422351949024,31
3506123,45.82787699244148,33
3506124,52.479949945667464,27
3506125,44.265281603079025,20
3506126,39.878468177019954,37
3506127,47.98099010202719,30
3506128,44.32107077229957,22
3506129,58.08509291355311,24
3506130,44.26553286047414,30
3506131,48.64189839809908,26
3506132,51.65135248505241,38
3506133,53.254437170983685,34
3506134,46.214252951933254,26
3506135,54.12628429614898,22
3506136,49.89095043229676,33
3506137,47.54952528690295,25
3506138,49.98126702009084,37
3506139,44.00191402980284,21
3506140,62.00636484171036,26
3506141,48.28995044547363,36
3506142,57.638209861588244,40
3506143,57.432285385029054,32
3506144,55.16768471640985,34
3506145,43.70586445522067,32
3506146,50.363524640876435,33
3506147,41.1468498157932,29
3506148,57.8586213176581,33
3506149,51.16612082184502,31
3506150,55.842229959693505,22
3506151,55.444841531047516,30
3506152,33.316634434076704,38
3506153,47.654083335518486,33
3506154,38.61941164756132,30
3506155,38.15265428189815,26
3506156,31.729078776283437,30
3506157,53.47328801741377,29
3506158,53.480541151102,31
3506159,39.604670290854,28
3506160,54.609160912390195,31
3506161,55.09673404584143,38
3506162,48.50644055020196,37
3506163,38.62424902030746,24
3506164,54.57409199074644,31
3506165,55.766656465853686,38
3506166,65.86609663626805,26
3506167,45.374349943573186,36
3506168,47.383099951198226,40
3506169,54.10352402834654,29
3506170,51.7484161734892,42
3506171,51.00795630288257,29
3506172,41.25842732558133,25
3506173,38.60277487070897,41
3506174,41.519746978150145,26
3506175,57.0017867901304,39
3506176,47.087724162352934,33
3506177,53.07137578104546,37
3506178,52.16711330538475,36
3506179,45.092836742765805,34
3506180,44.660170022893915,31
3506181,40.9801628256179,29
3506182,52.93869460915589,33
3506183,53.519062001144874,23
3506184,49.583124661712624,41
3506185,46.4222299539979,34
3506186,46.746604710526675,39
3506187,55.53467745483192,19
3506188,56.444217281611046,35
3506189,48.60408970571519,26
3506190,43.01657739124433,30
3506191,43.59407710427911,28
3506192,55.73626067732455,34
3506193,57.119843914430355,30
3506194,50.28390335276616,28
3506195,47.228019949985736,21
3506196,52.1170554868131,30
3506197,44.86000678467133,37
3506198,63.35302111321958,24
3506199,46.220531707246536,27
3506200,47.50157456776301,28
3506201,50.1761625001696,21
3506202,56.40160007041771,32
3506203,55.42060660932654,32
3506204,42.302231722904565,24
3506205,47.23624091172614,27
3506206,47.61297754888145,34
3506207,60.73250298562607,29
3506208,52.26034618047149,36
3506209,48.851465835325406,35
3506210,54.374131136305266,31
3506211,40.079885853424216,32
3506212,50.16140611179466,33
3506213,37.173815733987524,41
3506214,39.182275081083894,23
3506215,48.344052716439776,31
3506216,49.22653889927199,26
3506217,47.901603562896355,22
3506218,56.69317431847038,28
3506219,49.693732882487424,33
3506220,55.15642675388019,30
3506221,52.273791302476866,35
3506222,52.136105692737594,26
3506223,58.44738763608527,35
3506224,57.48333759084548,26
3506225,49.21114612221681,38
3506226,38.55326241527575,27
3506227,46.41087049906618,23
3506228,45.14618460742271,28
3506229,45.96022369377955,25
3506230,52.07586423371114,37
3506231,52.573461978240736,31
3506232,60.278956786647385,28
3506233,60.43013681406353,29
3506234,33.50296049844627,35
3506235,53.96247263541039,35
3506236,41.060083848364535,26
3506237,50.64936615609275,33
3506238,55.76200812112421,37
3506239,50.75869278558617,24
3506240,56.493047723047525,39
3506241,52.470354269660206,36
3506242,45.46637051726122,27
3506243,55.3577399332252,33
3506244,53.707929662300074,37
3506245,61.41140015265513,27
3506246,50.808751735071404,30
3506247,54.84640541727506,29
3506248,46.36666013396069,31
3506249,46.35038154458328,27
3506250,52.36909301616619,25
3506251,52.77194660868873,26
3506252,58.25460415864496,39
3506253,51.599560813023054,30
3506254,51.06065017606006,32
3506255,46.6602420218851,35
3506256,49.730526631458154,40
3506257,42.3785973747,19
3506258,43.79036696701286,28
3506259,38.42904786491697,32
3506260,48.56804112036671,30
3506261,53.540786047255786,37
3506262,59.481470872027174,36
3506263,50.03584685818154,35
3506264,63.720918160976176,29
3506265,54.72921564427454,41
3506266,54.744209812134876,43
3506267,46.69254248859726,27
3506268,57.37755369595806,24
3506269,48.24854209461065,37
3506270,49.172997823197775,38
3506271,57.70104854906008,30
3506272,58.05463594779347,38
3506273,67.0708387913976,40
3506274,47.45283947543703,26
3506275,50.38101445201577,35
3506276,47.519615668287805,26
3506277,46.18045044244412,35
3506278,52.36063688820846,37
3506279,52.0444582866502,38
3506280,52.96467756769066,29
3506281,50.78106547280492,33
3506282,37.740445168691934,31
3506283,40.906757005522756,35
3506284,64.96120777757648,36
3506285,49.54679705899933,28
3506286,56.05000884755034,35
3506287,50.71762502831144,28
3506288,49.258329694165575,30
3506289,60.8415530443377,38
3506290,47.758128828825654,47
3506291,49.57630295262277,36
3506292,49.769979895533744,33
3506293,59.974704495421925,30
3506294,47.32171555548359,39
3506295,41.961879649922594,37
3506296,54.728405757035034,31
3506297,46.077179409691865,25
3506298,51.10261685199151,26
3506299,54.91577611631441,38
3506300,49.34524287338504,34
3506301,49.506174721935324,29
3506302,56.36649770310092,39
3506303,55.1725256263808,33
3506304,49.94992169168488,32
3506305,37.861982678070774,33
3506306,55.55143150639637,30
3506307,54.00002645064964,38
3506308,45.14127894420681,34
3506309,47.42549408258069,36
3506310,48.3758019898943,35
3506311,52.25502208457938,27
3506312,41.560286726355,53
3506313,62.12388664833484,37
3506314,48.594969304859085,24
3506315,40.18463008909849,34
3506316,52.00901667215558,33
3506317,47.08156195355595,21
3506318,50.11832314338294,27
3506319,53.87333918074943,32
3506320,51.4287516444356,30
3506321,51.89188669548755,32
3506322,53.594409970162296,30
3506323,51.67266485783587,22
3506324,45.563853353757644,26
3506325,55.729520699872154,34
3506326,53.97993373811389,23
3506327,60.57554179097224,25
3506328,32.28167978446326,35
3506329,53.37018326026704,34
3506330,45.082230012695256,31
3506331,48.83867996964602,26
3506332,50.584858114704524,30
3506333,49.844201354160646,29
3506334,62.241596520241856,31
3506335,47.872822387358696,26
3506336,43.4039989689436,39
3506337,41.75206957202232,28
3506338,66.69776442544003,34
3506339,47.5885884820699,29
3506340,46.60322352429201,28
3506341,54.0678879637359,30
3506342,55.93657462802461,34
3506343,47.320012758157105,34
3506344,54.518433835136946,29
3506345,57.12272169582428,42
3506346,46.27183073189215,42
3506347,53.03510512895916,34
3506348,40.313051168036374,31
3506349,45.59393580022735,32
3506350,54.289698925744396,46
3506351,58.189339133005674,31
3506352,50.08274138437083,30
3506353,47.798494747428386,39
3506354,54.4488210977535,30
3506355,57.00134517872551,39
3506356,46.26141233184702,30
3506357,44.143941502136116,35
3506358,54.613334275077335,30
3506359,44.479796445335765,27
3506360,47.21300494096495,23
3506361,42.47643851895613,31
3506362,56.840951415319125,31
3506363,62.968678396462224,36
3506364,53.60386921372997,29
3506365,56.869587064882026,28
3506366,53.69827179433527,32
3506367,46.3235161132932,28
3506368,45.79775065813664,31
3506369,62.19299226049438,35
3506370,50.495156135854145,35
3506371,45.4508365871535,32
3506372,40.2971552747189,28
3506373,51.90142804993397,31
3506374,54.618604565868694,32
3506375,47.45740067330791,21
3506376,48.48620346728734,42
3506377,52.497946470600084,38
3506378,49.867832291518305,35
3506379,55.08917210533817,31
3506380,65.45436880597671,19
3506381,54.59135731379019,25
3506382,59.36024258004507,30
3506383,40.690060731631085,35
3506384,51.85361937574373,31
3506385,54.70476608197837,24
3506386,44.000149306907936,36
3506387,42.122361855025524,22
3506388,46.23213765929787,40
3506389,60.75081439377324,29
3506390,47.83312660995515,28
3506391,50.19330445745926,31
3506392,55.24271335688905,36
3506393,44.330183424532585,20
3506394,46.37554680340194,20
3506395,59.52508730142145,33
3506396,59.59321873108205,34
3506397,45.73353726478064,33
3506398,53.10070723983392,34
3506399,43.64362957862759,40
3506400,56.62356400432588,30
3506401,59.65762736464917,28
3506402,50.2043002888613,36
3506403,39.91625580070412,39
3506404,54.24770620725137,34
3506405,35.237220144957185,33
3506406,50.05717545145826,38
3506407,52.977209079016,27
3506408,58.67536661298016,36
3506409,49.493645352756985,33
3506410,49.467574932745336,20
3506411,51.82191977128361,32
3506412,37.30562207634334,29
3506413,60.538637374113556,28
3506414,46.892245802564624,30
3506415,52.62965013858689,39
3506416,53.19687292373587,36
3506417,46.74897177810749,31
3506418,50.435290474175055,27
3506419,62.71908275042168,30
3506420,43.36156133946184,25
3506421,38.61216318963004,43
3506422,54.58918783651932,21
3506423,59.523861295800984,36
3506424,57.35236232766513,28
3506425,42.86080739948099,25
3506426,37.86237135797556,37
3506427,33.71006782290422,27
3506428,47.81368607731854,29
3506429,54.650066676300504,24
3506430,46.70201682416883,24
3506431,41.55348231112049,37
3506432,58.09508140166888,25
3506433,55.63535206125825,30
3506434,45.91912141442281,34
3506435,45.318478689190684,28
3506436,55.54246059162827,30
3506437,37.52089881829298,24
3506438,47.42831894177239,34
3506439,50.70106077471588,39
3506440,54.57250637888998,32
3506441,51.52475808996842,29
3506442,44.002609093331145,48
3506443,35.24012778327985,33
3506444,53.31479798234756,32
3506445,47.0637518015964,28
3506446,48.517422611179576,25
3506447,37.26902324290602,34
3506448,44.85405884417047,30
3506449,66.59119280850217,35
3506450,45.3076154385601,26
3506451,43.62976268778736,27
3506452,48.49290686706679,24
3506453,49.8386587540132,33
3506454,47.109654587627176,30
3506455,61.18647865415157,35
3506456,42.97868394511531,24
3506457,49.850700032935876,29
3506458,38.90416690852084,34
3506459,59.33332495146147,39
3506460,55.5966456740783,31
3506461,38.617456839174196,40
3506462,49.0374783352833,25
3506463,43.86351286702795,23
3506464,60.21775771969768,27
3506465,47.14285593013543,30
3506466,45.60928359367795,33
3506467,54.70755091884837,39
3506468,44.160548915758746,29
3506469,51.17612232710596,29
3506470,43.22215114364995,30
3506471,55.03352349528785,24
3506472,51.36175544429238,32
3506473,48.87674606275279,34
3506474,47.008988118233745,35
3506475,55.125142155158244,22
3506476,53.304199517394956,21
3506477,46.34336689880105,32
3506478,37.6056938720755,27
3506479,47.14825441753158,35
3506480,51.78708262876973,30
3506481,49.43114171505626,41
3506482,51.4481897832267,30
3506483,46.20148454015374,24
3506484,70.69158967386616,38
3506485,48.54340723666291,27
3506486,57.11819138768229,29
3506487,49.13912353959796,26
3506488,35.535375182001474,36
3506489,54.19506889537484,27
3506490,53.575756150128264,36
3506491,52.60030888415815,35
3506492,41.30201056066236,34
3506493,39.467333980588535,32
3506494,50.52768155035991,32
3506495,62.69690762984773,24
3506496,53.9482083277492,37
3506497,71.61909452861003,35
3506498,37.55745616001471,24
3506499,42.33973821882113,37
