user,minutes_on_platform,num_actions
3523500,41.26112987180237,24
3523501,55.937726084922566,38
3523502,30.845550090158806,31
3523503,48.51700282300129,26
3523504,51.96848470002905,21
3523505,45.336469091669045,30
3523506,45.55207656031908,33
3523507,39.88985375841344,31
3523508,55.026768121471164,30
3523509,47.383653651024545,42
3523510,39.366527225199704,27
3523511,54.37596865216145,34
3523512,52.332565516770984,30
3523513,53.471713002781314,26
3523514,48.10030001131025,28
3523515,58.926609075379716,48
3523516,55.30944077559063,35
3523517,32.555225907787644,31
3523518,64.27499978040372,28
3523519,55.881655036155536,30
3523520,45.352671613329846,23
3523521,47.99085182974955,28
3523522,47.998117099338316,30
3523523,46.12080497871731,38
3523524,40.994642658563585,36
3523525,35.6180646313058,26
3523526,69.63433500116133,29
3523527,45.9738469297036,21
3523528,51.37435241028643,32
3523529,55.26537103052159,23
3523530,52.960201353325765,28
3523531,56.23239741139958,24
3523532,59.02476014241587,30
3523533,60.04907827308839,31
3523534,53.318567513390015,40
3523535,54.34151805046885,24
3523536,61.082024976600856,32
3523537,58.80339168084512,21
3523538,40.65853281768396,27
3523539,45.199154986937074,34
3523540,44.10066820240871,28
3523541,55.660107446330144,24
3523542,43.11774107362689,28
3523543,42.2846865133848,28
3523544,43.532590774752464,26
3523545,44.45546474951437,24
3523546,38.4743079237158,38
3523547,57.05987381591675,25
3523548,39.66684826732741,26
3523549,67.44936319766899,28
3523550,50.48461727341657,41
3523551,46.869584308913694,33
3523552,71.5887362767618,32
3523553,41.738155436002224,19
3523554,46.30488125002892,36
3523555,38.08151736449732,39
3523556,56.80143071437975,25
3523557,43.30786497008191,36
3523558,45.891797847712596,37
3523559,75.06275842482331,42
3523560,48.64325141062551,43
3523561,61.45929107908459,29
3523562,60.48901655807569,21
3523563,48.23298511456631,27
3523564,50.34380887763878,26
3523565,68.11600789446305,28
3523566,54.006294943297675,35
3523567,51.73901499502864,23
3523568,58.151838839478174,35
3523569,54.91927637483348,21
3523570,50.030944281617444,30
3523571,38.89435374885172,32
3523572,50.535314697819565,29
3523573,45.30958849210032,26
3523574,56.48127395973372,35
3523575,46.0203244581262,24
3523576,58.41564104852263,25
3523577,44.51198834639166,37
3523578,59.41912755089139,30
3523579,45.642443566083074,21
3523580,47.70205599218914,30
3523581,48.63076783642161,24
3523582,59.20370719736033,24
3523583,52.49256054152491,38
3523584,45.136379327324775,21
3523585,60.32295062540532,40
3523586,41.76391288568243,26
3523587,42.20928431840498,32
3523588,46.18375435358362,26
3523589,53.500106154049064,38
3523590,49.24797419473455,32
3523591,59.1199240236157,27
3523592,43.812620023820735,24
3523593,55.4274332536009,32
3523594,67.41291633342883,32
3523595,55.07765012828307,28
3523596,47.64357920116018,24
3523597,64.7360277689281,32
3523598,37.58703981106579,27
3523599,61.066684958931994,38
3523600,37.32684734371809,31
3523601,67.37038102499744,32
3523602,40.808971795478875,32
3523603,43.61950014502944,25
3523604,38.897423279889,29
3523605,43.51285203532693,27
3523606,44.34902508485337,27
3523607,54.7566651232457,29
3523608,56.70578038169524,32
3523609,48.20609379734969,30
3523610,42.588874611614905,35
3523611,57.38052783864724,31
3523612,51.67419171460425,33
3523613,43.77701520050672,34
3523614,25.77934176286658,39
3523615,47.54696007907168,40
3523616,29.305106009113405,32
3523617,52.2947431325882,27
3523618,36.1081848833674,24
3523619,57.68469123951778,32
3523620,42.131340182704584,27
3523621,54.372621822372395,23
3523622,54.40810307133986,29
3523623,60.90130193264516,28
3523624,43.44729219284115,31
3523625,48.109444374408966,28
3523626,59.465439325712914,28
3523627,45.222631465782385,36
3523628,53.329259308145055,43
3523629,59.082952502933324,31
3523630,49.161822016558446,29
3523631,55.381531242653196,35
3523632,55.5726480414979,38
3523633,42.82625891850994,35
3523634,52.65466617602432,24
3523635,35.60296264774661,21
3523636,68.93395925581704,25
3523637,56.300817804212095,37
3523638,55.70943061013277,24
3523639,38.117823495728516,26
3523640,44.117656667791984,31
3523641,48.43268652958391,36
3523642,44.179017933043,23
3523643,48.43631346690412,29
3523644,45.96028102228013,27
3523645,61.2883957701122,27
3523646,42.9705442061821,24
3523647,47.41872632605495,29
3523648,48.85489063553245,29
3523649,48.42440212983388,39
3523650,56.77664271376365,25
3523651,36.77483762859025,25
3523652,42.162319469430564,30
3523653,45.5598579483744,26
3523654,41.78916158437221,30
3523655,54.34867511179772,24
3523656,32.39341229917999,25
