user,minutes_on_platform,num_actions
3506500,54.7154857175464,32
3506501,48.77048006525742,30
3506502,59.418314418204616,30
3506503,49.4912361224195,31
3506504,50.311043075755165,39
3506505,51.86802481203526,28
3506506,55.25106121125438,35
3506507,53.850285648367176,30
3506508,44.18056095519008,28
3506509,52.08908686174959,29
3506510,48.98725176891148,23
3506511,60.79858589064102,28
3506512,52.33471862592202,46
3506513,41.90727137569908,29
3506514,45.015205033058166,34
3506515,53.5693065451551,23
3506516,51.01362784990195,21
3506517,60.91914337477663,33
3506518,61.31090718480105,24
3506519,53.51205376824442,30
3506520,52.49705825963916,31
3506521,47.11257479135352,36
3506522,53.9792744176066,44
3506523,48.581524797110916,28
3506524,42.00136402058108,23
3506525,50.86153815755556,34
3506526,44.45513951897997,26
3506527,37.04330482619347,27
3506528,45.180661989890815,27
3506529,37.007668357866514,35
3506530,53.9613240223854,37
3506531,45.50615240150652,28
3506532,27.819441527689627,44
3506533,49.49230058613365,35
3506534,53.77850251881798,26
3506535,51.07042728516517,31
3506536,37.700131728622715,28
3506537,62.84332274052535,38
3506538,42.530930477951,28
3506539,53.205284389480624,31
3506540,55.57393065687317,36
3506541,56.61758586827186,25
3506542,55.05979018916295,35
3506543,67.39381778629033,31
3506544,30.88145793112586,27
3506545,32.588069296022915,29
3506546,47.15929135342621,27
3506547,64.82782132100387,20
3506548,41.574553426216156,23
3506549,42.505686749965214,33
3506550,41.466763092139885,34
3506551,62.64052314379451,36
3506552,47.40522512305226,33
3506553,39.32559373599562,26
3506554,55.013341388195045,33
3506555,43.57647190418348,32
3506556,52.1505054660566,32
3506557,52.915220604822366,27
3506558,50.12981722374663,30
3506559,41.009996355662445,41
3506560,62.609011460429784,25
3506561,55.467375875082645,27
3506562,48.31178002278431,37
3506563,39.98406261006832,28
3506564,44.10252183711996,26
3506565,49.4703417795185,28
3506566,50.94137412005487,29
3506567,52.924036854261196,33
3506568,56.807033263853256,29
3506569,65.46005532842935,29
3506570,48.41132830609886,29
3506571,56.69087956122186,32
3506572,43.752648991426014,27
3506573,55.897332267702225,30
3506574,55.81455378784543,36
3506575,42.94682693504839,27
3506576,60.5172568937177,24
3506577,52.68743322743866,30
3506578,44.14796049287769,33
3506579,51.02758822602773,30
3506580,57.03475576730075,25
3506581,60.53791109325388,24
3506582,55.54711519775914,29
3506583,48.849861030758746,32
3506584,60.49535579284547,32
3506585,53.287661652748824,27
3506586,54.51939753113316,32
3506587,59.88677927886398,25
3506588,54.741674192119376,38
3506589,65.12453923666315,25
3506590,54.22807248277882,42
3506591,46.689706928269956,31
3506592,53.76568266591673,28
3506593,49.65251368334667,33
3506594,38.96106076051373,29
3506595,71.6302852128921,42
3506596,42.1470289227647,34
3506597,53.75380953084266,23
3506598,56.89498100118663,29
3506599,53.537287771753505,31
3506600,48.740976223156196,37
3506601,40.85617576651763,33
3506602,63.05597113628852,30
3506603,52.81886600024162,23
3506604,52.39972933469519,35
3506605,39.44233059725088,20
3506606,52.88685296978279,33
3506607,57.67641720649742,31
3506608,54.27535608720379,26
3506609,55.10972395271203,33
3506610,55.33616170878763,31
3506611,50.80704160345253,33
3506612,42.850605620471214,26
3506613,51.295808932301995,26
3506614,67.55569034829163,40
3506615,49.212289491822396,25
3506616,60.552766862904335,20
3506617,37.87831050175754,30
3506618,49.94039638492348,30
3506619,50.43940062735735,24
3506620,54.44058539866344,23
3506621,44.126690894123655,27
3506622,51.881441012268944,36
3506623,53.86674960974317,31
3506624,46.833301467211754,33
3506625,60.864516777896156,23
3506626,47.505285229374024,27
3506627,54.50548276150644,24
3506628,48.37834094563905,24
3506629,57.084314823806245,30
3506630,58.04866398332992,39
3506631,43.56643741664055,33
3506632,47.195580368025084,32
3506633,49.38870486981926,24
3506634,49.62452945464749,26
3506635,57.051324490082564,34
3506636,36.977454378543676,26
3506637,49.19664543589483,34
3506638,52.92809618801404,29
3506639,49.55149160916834,37
3506640,63.82676220140942,34
3506641,52.96422580612834,32
3506642,46.73356587953335,25
3506643,50.111676850193014,29
3506644,58.46702180349486,35
3506645,70.960963718356,27
3506646,60.04162068538729,30
3506647,56.53221313552937,35
3506648,44.927660229821,36
3506649,37.61179732284214,32
3506650,54.498852895115654,41
3506651,52.697327240133,27
3506652,53.99812151544794,30
3506653,55.655019070992424,35
3506654,61.46924187193703,26
3506655,54.048413947622414,35
3506656,67.0335170625462,22
3506657,58.403673480123445,24
3506658,55.855153781404745,27
3506659,46.798403796839295,18
