user,minutes_on_platform,num_actions
3501000,48.09796764893944,40
3501001,47.01717285281065,34
3501002,45.407802620582466,41
3501003,48.1323932294158,33
3501004,50.87887047233089,41
3501005,53.648396013476585,41
3501006,47.61218743266804,61
3501007,45.27701902788954,48
3501008,54.44581594577048,43
3501009,59.390325853207024,44
3501010,54.46907257961657,37
3501011,41.28707850744643,40
3501012,59.89174120437054,26
3501013,58.11150298471791,45
3501014,51.556371063160746,36
3501015,50.47372117231945,35
3501016,55.389469920358664,37
3501017,53.04676981129866,48
3501018,51.24436801803731,40
3501019,49.52162075296645,43
3501020,56.09334030311159,37
3501021,54.14643938843523,45
3501022,49.25295247978912,42
3501023,47.90639480054614,37
3501024,53.992280542510194,46
3501025,49.759058700108525,41
3501026,51.719626888467644,46
3501027,58.07170147875307,32
3501028,57.032844381035474,42
3501029,47.122932768906274,38
3501030,47.893246130898646,40
3501031,52.765679004713654,37
3501032,58.14210222710289,41
3501033,59.76671291259487,41
3501034,50.967575097223076,39
3501035,55.82882318712862,52
3501036,40.225793602019536,44
3501037,49.85010057484197,42
3501038,48.90749583414138,49
3501039,62.00764678951872,31
3501040,60.74066506541824,40
3501041,66.47242970815802,43
3501042,49.90842528168732,29
3501043,65.66552361246876,41
3501044,54.09278296030385,32
3501045,52.27099373491091,37
3501046,47.18451087390041,43
3501047,56.38216483308919,40
3501048,55.33744276920164,26
3501049,60.926902093445044,31
3501050,58.80087907065892,41
3501051,58.21281679329417,43
3501052,52.4246156384881,44
3501053,51.86278595560541,51
3501054,49.38744184945311,33
3501055,50.761284430687724,40
3501056,33.40067668446376,27
3501057,47.04238591596649,31
3501058,53.784636179681286,48
3501059,51.91349738553245,41
3501060,42.14524854048987,38
3501061,53.75303563034438,36
3501062,57.25908750801926,42
3501063,39.04605186985512,37
3501064,56.42436100624937,36
3501065,58.64450097763289,42
3501066,67.58491451057056,41
3501067,53.18857771509536,33
3501068,52.97981074904622,50
3501069,53.977382772423915,32
3501070,65.00706110574005,36
3501071,46.53248338531685,31
3501072,60.39354049868059,44
3501073,46.06950395708711,39
3501074,39.51709174998872,30
3501075,61.536779681663134,36
3501076,55.50243212705981,33
3501077,47.86175760784999,26
3501078,48.10680588208987,56
3501079,54.41321551589957,44
3501080,37.350360050515704,31
3501081,62.49428329582275,26
3501082,49.207674444850795,34
3501083,67.49328090077272,47
3501084,54.989634078254504,44
3501085,54.76482214032826,40
3501086,60.388521521326176,45
3501087,65.82211130721336,23
3501088,49.19179209558911,41
3501089,57.95325030649406,41
3501090,55.566432015415515,44
3501091,69.48401857635942,49
3501092,57.37130969461805,41
3501093,51.64431704026802,40
3501094,60.64460590369145,49
3501095,47.98815102938565,33
3501096,61.39177314154589,53
3501097,49.21755746215468,42
3501098,47.551355393489835,34
